front,source,query,id,doi,year,title,first_author
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4411120349,10.18653/v1/2025.naacl-industry.66,2025,RAD-Bench: Evaluating Large Language Models’ Capabilities in Retrieval Augmented Dialogues,Tzu-Lin Kuo
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4414098962,10.3390/electronics14183583,2025,ForestGPT and Beyond: A Trustworthy Domain-Specific Large Language Model Paving the Way to Forestry 5.0,Florian Sommer
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4402243741,10.3390/smartcities7050094,2024,Towards Next-Generation Urban Decision Support Systems through AI-Powered Construction of Scientific Ontology Using Large Language Models—A Case in Optimizing Intermodal Freight Transportation,Jose Tupayachi
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W7128926176,10.3390/ijgi15020078,2026,CARAG: Context-Aware Retrieval-Augmented Generation for Railway Operation and Maintenance Question Answering over Spatial Knowledge Graph,Wenkui Zheng
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W7131251970,10.1080/17538947.2026.2633849,2026,Bridging natural language and GIS: a multi-agent framework for LLM-driven autonomous geospatial analysis,Ali Mansourian
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4416035887,10.18653/v1/2025.findings-emnlp.108,2025,Scientific Paper Retrieval with LLM-Guided Semantic-Based Ranking,Yunyi Zhang
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W7167709112,10.3390/info17070660,2026,"Retrieval-Augmented Generation for Curated Thematic Corpora: A Critical Survey, Bibliometric Evidence, and the ThemePath-RAG Framework",Winda Monika
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4403747456,10.48550/arxiv.2409.12558,2024,RAD-Bench: Evaluating Large Language Models Capabilities in Retrieval Augmented Dialogues,Tzu-Lin Kuo
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W7160164450,10.3390/app16094400,2026,EduMSRA: A Multi-Source Educational Research Agent Integrating Retrieval-Augmented Generation and Model Context Protocol for Adaptive Intelligent Tutoring Systems,Thi-Linh Ho
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4399594884,10.1111/exsy.13654,2024,"When geoscience meets generative AI and large language models: Foundations, trends, and future challenges",Abdenour Hadid
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4413782100,10.31223/x5w163,2025,Intelligent National Map: A Vision for Distributed and Agentic Geospatial Intelligence,Samantha T. Arundel
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4417041577,10.3390/tourhosp6050266,2025,An Agent-Based RAG Architecture for Intelligent Tourism Assistance: The Valencia Case Study,Andrea Bonetti
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4410291923,10.1016/j.xinn.2025.100948,2025,"Foundation models and intelligent decision-making: Progress, challenges, and perspectives",Jincai Huang
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W7125150029,10.3390/agriengineering8010038,2026,AgroLLM: Connecting Farmers and Agricultural Practices Through Large Language Models for Enhanced Knowledge Transfer and Practical Application,R. Dinesh Jackson Samuel
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4385327621,10.48550/arxiv.2307.13721,2023,Foundational Models Defining a New Era in Vision: A Survey and Outlook,Muhammad Awais
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4401615828,10.32604/cmc.2024.052618,2024,Evolution and Prospects of Foundation Models: From Large Language Models to Large Multimodal Models,Zheyi Chen
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4416295706,10.3390/w17223260,2025,AI-Augmented Water Quality Event Response: The Role of Generative Models for Decision Support,S. R. Mounce
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4391901199,10.48550/arxiv.2402.09939,2024,Generative AI in the Construction Industry: A State-of-the-art Analysis,Ridwan Taiwo
F4-copiloto-llm-eo,openalex,retrieval augmented generation grounding hallucination geospatial,W4405486711,10.1016/j.tree.2024.11.013,2024,The potential for AI to revolutionize conservation: a horizon scan,S.A. Reynolds
F1-stacking-arbitraje,arxiv,"all:""crop type classification"" AND all:""ensemble""",2403.16582v2,10.1016/j.jag.2025.104823,2024,In the Search for Optimal Multi-view Learning Models for Crop Classification with Global Remote Sensing Data,Francisco Mena
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""satellite image time series""",2203.16149v1,,2022,Tampered VAE for Improved Satellite Image Time Series Classification,Xin Cai
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2310.01055v3,,2023,Improved Crop and Weed Detection with Diverse Data Ensemble Learning,Muhammad Hamza Asad
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2605.00133v1,,2026,Smart Profit-Aware Crop Advisory System: Kisan AI,Debasis Dwibedy
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2509.25091v1,,2025,Crop Spirals: Re-thinking the field layout for future robotic agriculture,Lakshan Lavan
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2605.30720v1,,2026,Kalimati Vegetable Price Index Forecasting with a Momentum Corrected Online Stacking Ensemble,Sahaj Raj Malla
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2211.04703v1,,2022,Automated MRI Field of View Prescription from Region of Interest Prediction by Intra-stack Attention Neural Network,Ke Lei
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2504.12992v1,,2025,Enhancing Cocoa Pod Disease Classification via Transfer Learning and Ensemble Methods: Toward Robust Predictive Modeling,Devina Anduyan
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2203.16149v1,,2022,Tampered VAE for Improved Satellite Image Time Series Classification,Xin Cai
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2302.00828v1,,2023,Analysis of Biomass Sustainability Indicators from a Machine Learning Perspective,Syeda Nyma Ferdous
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2411.15923v1,,2024,Deep Learning for automated multi-scale functional field boundaries extraction using multi-date Sentinel-2 and PlanetScope imagery: Case Study of Netherlands and Pakistan,Saba Zahid
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2405.04943v1,,2024,Unsupervised Skin Feature Tracking with Deep Neural Networks,Jose Chang
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2506.06309v1,10.17632/wg88j5t3jd.1,2025,Leveraging Novel Ensemble Learning Techniques and Landsat Multispectral Data for Estimating Olive Yields in Tunisia,Mohamed Kefi
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2401.11410v3,,2024,Agricultural Recommendation System based on Deep Learning: A Multivariate Weather Forecasting Approach,Md Zubair
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2603.01932v2,,2026,BAWSeg: A UAV Multispectral Benchmark for Barley Weed Segmentation,Haitian Wang
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2101.11172v4,10.1093/mnras/stab3548,2021,High accuracy wide field imaging method in radio interferometry,Haoyang Ye
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2112.14159v2,,2021,Skin feature point tracking using deep feature encodings,Jose Ramon Chang
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2005.13140v4,10.1109/AI4G50087.2020.9311073,2020,SSM-Net for Plants Disease Identification in Low Data Regime,Shruti Jadon
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2606.20360v1,10.3847/2515-5172/ae7c78,2026,Lightstack: A Python Package for Creating Photometric Data Cubes,Andressa Wille
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2111.08069v1,,2021,Two-dimensional Deep Regression for Early Yield Prediction of Winter Wheat,Giorgio Morales
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2401.02614v1,,2024,Scaling and Masking: A New Paradigm of Data Sampling for Image and Video Quality Assessment,Yongxu Liu
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2605.22145v1,,2026,Persistent Homology as a Morphological Signature of Fibrin Networks,Thomas Burnett
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2107.09219v1,,2021,A Portable Agricultural Robot for Continuous Apparent Soil ElectricalConductivity Measurements to Improve Irrigation Practices,Merrick Campbell
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2609.00106v1,,2026,Deploying and Evaluating a Smart-Agriculture Agentic Engine for Full-Season Soybean Farm Operations,Ao Qu
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2510.18004v1,,2025,Attention-Guided Deep Adversarial Temporal Subspace Clustering (A-DATSC) Model for multivariate spatiotemporal data,Francis Ndikum Nji
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2304.07875v1,,2023,The Segment Anything foundation model achieves favorable brain tumor autosegmentation accuracy on MRI to support radiotherapy treatment planning,Florian Putz
F1-stacking-arbitraje,arxiv,"all:""stacking"" AND all:""crop""",2510.05888v2,10.1109/TBDATA.2026.3705415,2025,BioAutoML-NAS: An End-to-End AutoML Framework for Multimodal Insect Classification via Neural Architecture Search on Large-Scale Biodiversity Data,Arefin Ittesafun Abian
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",1901.09192v4,,2019,SelectiveNet: A Deep Neural Network with an Integrated Reject Option,Yonatan Geifman
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",2304.04906v1,,2023,Survey on Leveraging Uncertainty Estimation Towards Trustworthy Deep Neural Networks: The Case of Reject Option and Post-training Processing,Mehedi Hasan
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",2210.10703v2,,2022,AUC-based Selective Classification,Andrea Pugnana
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",1905.09509v1,,2019,Leveraging Uncertainty in Deep Learning for Selective Classification,Mehmet Yigit Yildirim
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",1907.00208v2,,2019,Deep Gamblers: Learning to Abstain with Portfolio Theory,Liu Ziyin
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",2207.12545v1,,2022,$p$-DkNN: Out-of-Distribution Detection Through Statistical Testing of Deep Representations,Adam Dziedzic
F2-cardinalidad-selectiva,arxiv,"all:""selective classification"" AND all:""reject option""",2210.00055v2,,2022,MaskTune: Mitigating Spurious Correlations by Forcing to Explore,Saeid Asgari Taghanaki
F2-cardinalidad-selectiva,arxiv,"all:""long-tailed"" AND all:""land cover""",2107.12016v2,,2021,Cost-effective Land Cover Classification for Remote Sensing Images,Dongwei Li
F2-cardinalidad-selectiva,arxiv,"all:""long-tailed"" AND all:""land cover""",2412.11407v1,10.1007/s11432-024-4324-6,2024,An Enhanced Classification Method Based on Adaptive Multi-Scale Fusion for Long-tailed Multispectral Point Clouds,TianZhu Liu
F2-cardinalidad-selectiva,arxiv,"all:""long-tailed"" AND all:""land cover""",2601.15705v1,,2026,Enhanced LULC Segmentation via Lightweight Model Refinements on ALOS-2 SAR Data,Ali Caglayan
F2-cardinalidad-selectiva,arxiv,"all:""long-tailed"" AND all:""land cover""",2209.12995v1,,2022,Habitat classification from satellite observations with sparse annotations,Mikko Impiö
F2-cardinalidad-selectiva,arxiv,"all:""long-tailed"" AND all:""land cover""",2506.06281v1,,2025,TerraFM: A Scalable Foundation Model for Unified Multisensor Earth Observation,Muhammad Sohail Danish
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2502.06884v1,,2025,Learning Conformal Abstention Policies for Adaptive Risk Management in Large Language and Vision-Language Models,Sina Tayebati
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2604.06195v1,,2026,Hallucination as output-boundary misclassification: a composite abstention architecture for language models,Angelina Hintsanen
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2605.19133v1,,2026,Knowing When Not to Predict: Self Supervised Learning and Abstention for Safer DR Screening,Muskaan Chopra
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2602.14189v1,,2026,Knowing When Not to Answer: Abstention-Aware Scientific Reasoning,Samir Abdaljalil
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.05859v1,,2026,Evidential Rule Learning for Interpretable Classification with Abstention,Javier Fumanal-Idocin
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.07931v1,,2026,REIN: Bridging the Gap between Reasoning and Reliability via Reflection and Abstention Alignment,Zhengze Huang
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.19376v1,,2026,Does Marginal Coverage Guarantee Class-Conditional Safety for Zero-Shot VLMs Under Shift?,Jai Kumar Sharma
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2305.01812v1,,2023,Post-Abstention: Towards Reliably Re-Attempting the Abstained Instances in QA,Neeraj Varshney
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.00301v1,,2026,Abstention as an Action Can Kill Both the Reward Gradient and the KL Anchor: Collapse Law and Repair for Error-Penalized Reinforcement Learning,Xujun Che
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2511.05529v2,,2025,Selective Diabetic Retinopathy Screening with Accuracy-Weighted Deep Ensembles and Entropy-Guided Abstention,Jophy Lin
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2204.13631v3,,2022,Reliable Visual Question Answering: Abstain Rather Than Answer Incorrectly,Spencer Whitehead
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2605.14115v1,,2026,When Evidence Conflicts: Uncertainty and Order Effects in Retrieval-Augmented Biomedical Question Answering,Yikun Han
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.10725v2,,2026,"Rethinking LLM Verification: Evidence Structure, Uncertainty, and Selective Refinement",Uma Ranjan
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2606.23448v1,,2026,Selective Time Series Forecasting via Metalearning,Ricardo Inácio
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2607.18240v1,,2026,Calibrated Selective Fact-Checking via Evidence Chain Evaluation,Dekun Yang
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2010.14134v3,,2020,Selective Classification Can Magnify Disparities Across Groups,Erik Jones
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2605.24171v1,,2026,PromptAudit: Auditing Prompt Sensitivity in LLM-Based Vulnerability Detection,Steffen J. Camarato
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.07946v1,,2026,Metadata Reconstruction from Values Alone: Recovering Column Semantics in Undocumented Warehouses,Mike Helwig
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.02790v1,,2026,Confident but Unreliable: A Behavioral Safety Audit of Vision-Language Models on Brain MRI,Amir Sabbaghziarani
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2607.24875v1,,2026,FinAbstain: Uncertainty-Calibrated Multimodal RAG for Selective Financial Forecasting,Dorothy Torres
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2603.10027v1,,2026,"A Governance and Evaluation Framework for Deterministic, Rule-Based Clinical Decision Support in Empiric Antibiotic Prescribing",Francisco José Gárate
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2605.30087v1,,2026,Selective QA over Conflicting Multi-Source Personal Memory: A Diagnostic Testbed and Method Comparison,Tiancheng Yang
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2603.06198v2,,2026,LIT-RAGBench: Benchmarking Generator Capabilities of Large Language Models in Retrieval-Augmented Generation,Koki Itai
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2606.28862v2,,2026,HKVLM: Faithful Query--Region Binding for Frozen-Detector Visual Grounding,Bo Ma
F2-cardinalidad-selectiva,arxiv,"all:""accuracy"" AND all:""coverage"" AND all:""abstention""",2608.02762v3,,2026,"Oh Deer, How Should I Handle This? Seasonal Priors for Selective Wildlife Annotation and Classification",Hugo Markoff
F2-cardinalidad-selectiva,arxiv,"all:""reject curves"" AND all:""classification""",2308.08381v3,,2023,Precision and Recall Reject Curves for Classification,Lydia Fischer
F2-cardinalidad-selectiva,arxiv,"all:""reject curves"" AND all:""classification""",2506.21802v1,10.1016/j.mlwa.2025.100664,2025,Classification with Reject Option: Distribution-free Error Guarantees via Conformal Prediction,Johan Hallberg Szabadváry
F2-cardinalidad-selectiva,arxiv,"all:""reject curves"" AND all:""classification""",2406.17346v1,,2024,Stacked Confusion Reject Plots (SCORE),Stephan Hasler
F2-cardinalidad-selectiva,arxiv,"all:""reject curves"" AND all:""classification""",2608.04899v1,10.18653/v1/2026.findings-acl.1671,2026,Evaluation Pitfalls and Sparsity Limitations in LLM-based Confidence Estimates for Classification,Elena Merdjanovska
F2-cardinalidad-selectiva,arxiv,"all:""reject curves"" AND all:""classification""",2404.15360v1,,2024,Towards Robust and Interpretable EMG-based Hand Gesture Recognition using Deep Metric Meta Learning,Simon Tam
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2106.09260v1,,2021,Joining datasets via data augmentation in the label space for neural networks,Jake Zhao
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2503.15578v3,,2025,MedSpaformer: a Transferable Transformer with Multi-granularity Token Sparsification for Medical Time Series Classification,Jiexia Ye
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2303.16887v2,,2023,Towards Understanding the Effect of Pretraining Label Granularity,Guan Zhe Hong
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2607.17952v1,,2026,"What Transfers Under Source Shift? Definitions, Examples, and Fine-Tuning for Climate Disclosure Classification",Guosheng Li
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2606.21838v1,,2026,Beyond Flat Labels: Level-Restricted Contrastive Learning for Hierarchical Fine-Grained Vision Classification,Zhiyuan Tao
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2410.20401v1,,2024,Prototypical Extreme Multi-label Classification with a Dynamic Margin Loss,Kunal Dahiya
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2402.07270v2,,2024,Open-ended VQA benchmarking of Vision-Language models by exploiting Classification datasets and their semantic hierarchy,Simon Ging
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2006.03629v1,,2020,Hierarchical Class-Based Curriculum Loss,Palash Goyal
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2210.03246v1,,2022,HealthE: Classifying Entities in Online Textual Health Advice,Joseph Gatto
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2605.11742v1,,2026,Online Continual Learning with Dynamic Label Hierarchies,Xinrui Wang
F2-cardinalidad-selectiva,arxiv,"all:""label space"" AND all:""granularity"" AND all:""classification""",2012.03515v3,,2020,Fine-grained Angular Contrastive Learning with Coarse Labels,Guy Bukchin
F2-cardinalidad-selectiva,arxiv,"all:""crop type"" AND all:""rare classes""",2102.08820v2,,2021,Crop mapping from image time series: deep learning with multi-scale label hierarchies,Mehmet Ozgur Turkoglu
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2605.21804v1,,2026,Mapping Tomato Cropping Systems in California Using AlphaEarth Geospatial Embeddings and Deep Learning Analysis,Mohammadreza Narimani
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2509.07852v1,,2025,Deep Learning-Based Burned Area Mapping Using Bi-Temporal Siamese Networks and AlphaEarth Foundation Datasets,Seyd Teymoor Seydi
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2507.22291v2,,2025,AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data,Christopher F. Brown
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2608.29553v1,10.1145/3841645.3843383,2026,BEACON: Behavioral and Semantic Enrichment of AlphaEarth Embeddings through Tri-Modal Contrastive Learning,Hao Tian
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2606.29134v1,,2026,Beyond Backscatter: AlphaEarth Land-Cover Priors for Rapid SAR Flood Segmentation Across Foundation Backbones,Sanjay Thasma
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2607.01082v1,,2026,When Context Compensates for Sparse Event History: AlphaEarth for Spatio-Temporal Point-Process Forecasting,Yahya Aalaila
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2602.17250v1,,2026,Inferring Height from Earth Embeddings: First insights using Google AlphaEarth,Alireza Hamoudzadeh
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2510.09894v2,,2025,Beyond AlphaEarth: Toward Human-Centered Geospatial Foundation Models via POI-Guided Contrastive Learning,Junyuan Liu
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2608.12663v1,,2026,Evaluating AlphaEarth Foundations Embeddings for Wildfire Susceptibility Mapping,Yuan Zhuang
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2604.14756v1,,2026,Subsurface Property Mapping using Google AlphaEarth Foundations,Nori Nakata
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2608.16310v1,,2026,Cross-View Urban Sensing: Mapping Subjective Streetscape Perception via AlphaEarth Embeddings and Urban Context,Peilin Li
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2605.05547v2,,2026,Characterizing Brazilian Atlantic Forest Restoration Outcomes with Geospatial AlphaEarth Embeddings,Alice Heiman
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2606.20034v1,,2026,Exploring the potential of AlphaEarth and TESSERA embeddings for Fine-scale Local Climate Zone Mapping: A case study across five cities in Switzerland,Htet Yamin Ko Ko
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2603.16911v1,,2026,What on Earth is AlphaEarth? Hierarchical structure and functional interpretability for global land cover,Ivan Felipe Benavides-Martinez
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2604.18715v1,,2026,Characterizing AlphaEarth Embedding Geometry for Agentic Environmental Reasoning,Mashrekur Rahman
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2508.11739v1,,2025,Scalable Geospatial Data Generation Using AlphaEarth Foundations Model,Luc Houriez
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2605.10949v1,,2026,AlphaEarth Satellite Embeddings for Modelling Climate Sensitive Diseases Towards Global Health Resilience,Usman Nazir
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2601.01558v2,,2026,Utilizing Earth Foundation Models to Enhance the Simulation Performance of Hydrological Models with AlphaEarth Embeddings,Pengfei Qu
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2601.00857v1,10.1016/j.jag.2026.105258,2025,Harvesting AlphaEarth: Benchmarking the Geospatial Foundation Model for Agricultural Downstream Tasks,Yuchi Ma
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2601.07268v1,,2026,From Landslide Conditioning Factors to Satellite Embeddings: Evaluating the Utilisation of Google AlphaEarth for Landslide Susceptibility Mapping using Deep Learning,Yusen Cheng
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2602.10354v1,,2026,Physically Interpretable AlphaEarth Foundation Model Embeddings Enable LLM-Based Land Surface Intelligence,Mashrekur Rahman
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2606.20697v1,,2026,AEF-Econ: Toward Plug-and-Play Socioeconomic Foundation Embeddings from AlphaEarth for Urban Remote Sensing,Shuyang Hou
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2605.10029v1,,2026,Slum Detection and Density Mapping with AlphaEarth Foundations: A Representation Learning Evaluation Across 12 Global Cities,Shuyang Hou
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2605.14120v1,,2026,Mini-JEPA Foundation Model Fleet Enables Agentic Hydrologic Intelligence,Mashrekur Rahman
F3-contexto-espacial-fm,arxiv,"all:""AlphaEarth""",2609.00661v1,,2026,Do Satellites See Commuters? A Critical Benchmark of Vision Foundation Models,Ashiq Shukoor Iqbal
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2605.01650v1,,2026,Geospatial foundation-model embeddings improve population estimation unevenly across space and scale,Wenbin Zhang
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2503.09493v2,,2025,Parameter-Efficient Adaptation of Geospatial Foundation Models through Embedding Deflection,Romain Thoreau
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2601.00857v1,10.1016/j.jag.2026.105258,2025,Harvesting AlphaEarth: Benchmarking the Geospatial Foundation Model for Agricultural Downstream Tasks,Yuchi Ma
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2608.01751v1,,2026,SPECTRA: Band-Routed Embedding and Stage-Wise LoRA for Cross-Sensor Fine-Tuning of Geospatial Foundation Models,Xingyan Li
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2403.02059v2,,2024,Multi-Spectral Remote Sensing Image Retrieval Using Geospatial Foundation Models,Benedikt Blumenstiel
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2608.17848v1,,2026,MoRAX: Mobility-based Representation Augmentation for Geospatial Foundation Models,Ya Wen
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2510.09894v2,,2025,Beyond AlphaEarth: Toward Human-Centered Geospatial Foundation Models via POI-Guided Contrastive Learning,Junyuan Liu
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2608.04792v1,,2026,Above-ground Biomass Estimation with Geospatial Foundation Models,Ghjulia Sialellia
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2510.25954v1,,2025,Application and Validation of Geospatial Foundation Model Data for the Prediction of Health Facility Programmatic Outputs -- A Case Study in Malawi,Lynn Metz
F3-contexto-espacial-fm,arxiv,"all:""geospatial foundation model"" AND all:""embeddings""",2608.16614v1,,2026,Beyond Accuracy: Assessing Calibration of Geospatial Foundation Models and Their Sensitivity to Distribution Shifts,Nils Lehmann
